split,video,qid,type,gold_spans,gold_duration_s,duration_bucket,anchor_t,used_clip_anchor,anchor_in_gold,fwd_peak1_t,fwd_peak1_in_gold,fwd_peak2_t,fwd_peak2_in_gold,fwd_peak3_t,fwd_peak3_in_gold,bwd_peak1_t,bwd_peak1_in_gold,bwd_peak2_t,bwd_peak2_in_gold,bwd_peak3_t,bwd_peak3_in_gold,fwd_scene_t,fwd_scene_in_gold,bwd_scene_t,bwd_scene_in_gold,c3_next_survivor_t,c3_next_survivor_in_gold,c2_random_survivor_mean_in_gold,c2_n_draws,n_forward_peaks,dist_to_next_peak_s,n_survivors,n_peaks_in_video,n_retrieved,c1_fwd_1s_t,c1_fwd_2s_t,c1_fwd_3s_t,c1_fwd_5s_t,c1_fwd_1s_in_gold,c1_fwd_2s_in_gold,c1_fwd_3s_in_gold,c1_fwd_5s_in_gold,c1_bwd_1s_t,c1_bwd_2s_t,c1_bwd_3s_t,c1_bwd_5s_t,c1_bwd_1s_in_gold,c1_bwd_2s_in_gold,c1_bwd_3s_in_gold,c1_bwd_5s_in_gold
val_confirm,7651639778,1,CW,"[[13.8, 16.3]]",2.5,2-5s,43.1765,True,False,44.07736666666667,False,44.577866666666665,False,45.07836666666667,False,43.076366666666665,False,42.07536666666667,False,41.07436666666667,False,43.977266666666665,False,42.87616666666667,False,43.27656666666667,False,0.0,20,33,0.9009,263,100,4,44.1765,45.1765,46.1765,48.1765,False,False,False,False,42.1765,41.1765,40.1765,38.1765,False,False,False,False
val_confirm,3851961428,10,TN,"[[38.5, 46.5]]",8.0,5-10s,16.016,True,False,16.5165,False,17.017,False,17.5175,False,15.5155,False,15.015,False,14.014,False,16.249566666666666,False,13.947266666666668,False,16.2162,False,0.2,20,92,0.5005,276,122,4,17.016,18.016,19.016,21.016,False,False,False,False,15.016,14.016,13.016,11.016,False,False,False,False
val_confirm,4279106208,7,TN,"[[16.0, 22]]",6.0,5-10s,2.16,True,False,2.4,False,2.88,False,3.6,False,1.92,False,1.2,False,0.48,False,3.08,False,1.52,False,2.4,False,0.4,20,29,0.24,75,32,4,3.16,4.16,5.16,7.16,False,False,False,False,1.16,0.16,0.0,0.0,False,False,False,False
val_confirm,6542914065,5,TN,"[[4.9, 10]]",5.1,5-10s,6.0394,True,True,6.5732333333333335,True,7.040366666666666,True,7.6076,True,5.038366666666667,True,4.6046,False,4.037366666666666,False,9.943266666666666,True,5.939266666666667,True,6.5732333333333335,True,1.0,20,6,0.5339,40,17,4,7.0394,8.0394,9.0394,10.0,True,True,True,True,5.0394,4.0394,3.0394,1.0394,True,False,False,False
val_confirm,3562017845,6,TN,"[[20.7, 24.6]]",3.9,2-5s,23.6236,True,True,24.024,True,24.4244,True,25.025,False,23.023,True,22.5225,True,22.022,True,24.057366666666667,True,22.055366666666668,True,23.7237,True,0.05,20,28,0.4004,160,65,4,24.6236,25.6236,26.6236,28.6236,False,False,False,False,22.6236,21.6236,20.6236,18.6236,True,True,False,False
val_confirm,6018514357,3,CH,"[[11.9, 16.6]]",4.7,2-5s,1.3347,True,False,2.0353666666666665,False,2.5358666666666667,False,3.036366666666667,False,1.0343666666666667,False,0.33366666666666667,False,,,1.5348666666666666,False,0.0,False,1.9352666666666667,False,0.1,20,72,0.7007,171,74,4,2.3347,3.3347,4.3347,6.3347,False,False,False,False,0.3347,0.0,0.0,0.0,False,False,False,False
val_confirm,2482028659,6,CW,"[[8.1, 8.3]]",0.2,<2s,1.3013,True,False,1.4014,False,2.002,False,3.003,False,1.001,False,0.4004,False,,,1.9352666666666667,False,0.6339666666666667,False,1.4014,False,0.0,20,34,0.1001,87,36,4,2.3013,3.3013,4.3013,6.3013,False,False,False,False,0.3013,0.0,0.0,0.0,False,False,False,False
val_confirm,4822859674,4,CW,"[[17.2, 19.6], [32.2, 34.0]]",4.2,2-5s,35.035,True,False,,,,,,,34.409375,False,33.78375,True,32.5325,True,35.910875,False,33.116416666666666,True,35.28525,False,0.0,20,0,,115,44,4,36.0,36.0,36.0,36.0,False,False,False,False,34.035,33.035,32.035,30.035,False,True,False,False
val_confirm,7330294814,5,CW,"[[69.1, 70.2]]",1.1,<2s,74.9082,True,False,75.10836666666667,False,75.60886666666667,False,76.10936666666667,False,74.60786666666667,False,74.10736666666666,False,73.50676666666666,False,75.00826666666667,False,74.30756666666667,False,75.00826666666667,False,0.0,20,4,0.2002,307,132,4,75.9082,76.9082,77.0,77.0,False,False,False,False,73.9082,72.9082,71.9082,69.9082,False,False,False,True
val_confirm,7651639778,2,CW,"[[16.3, 19.9]]",3.6,2-5s,43.1765,True,False,44.07736666666667,False,44.577866666666665,False,45.07836666666667,False,43.076366666666665,False,42.07536666666667,False,41.07436666666667,False,43.977266666666665,False,42.87616666666667,False,43.27656666666667,False,0.0,20,33,0.9009,263,100,4,44.1765,45.1765,46.1765,48.1765,False,False,False,False,42.1765,41.1765,40.1765,38.1765,False,False,False,False
val_confirm,2810112808,1,TP,"[[0.1, 5.9]]",5.8,5-10s,79.9465,True,False,80.08,False,80.6806,False,81.081,False,79.4794,False,79.079,False,78.51176666666667,False,82.01526666666666,False,78.14473333333333,False,80.08,False,0.0,20,18,0.1335,356,157,4,80.9465,81.9465,82.9465,84.9465,False,False,False,False,78.9465,77.9465,76.9465,74.9465,False,False,False,False
val_confirm,4087013668,0,CW,"[[2.7, 36.4], [40.0, 60.0]]",53.7,>=10s,7.5075,True,True,8.091416666666667,True,8.75875,True,9.5095,True,6.25625,True,5.5055,True,5.005,True,7.674333333333333,True,6.923583333333333,True,7.966291666666667,True,0.95,20,69,0.5839,194,80,4,8.5075,9.5075,10.5075,12.5075,True,True,True,True,6.5075,5.5075,4.5075,2.5075,True,True,True,False
val_confirm,8547321641,9,TN,"[[6.5, 10.9]]",4.4,2-5s,0.0667,True,False,0.6673333333333333,False,1.1011,False,1.4681333333333333,False,,,,,,,2.0687333333333333,False,0.0,False,0.3670333333333333,False,0.45,20,19,0.6006,51,19,4,1.0667,2.0667,3.0667,5.0667,False,False,False,False,0.0,0.0,0.0,0.0,False,False,False,False
val_confirm,9409566840,3,CW,"[[16.2, 21.3]]",5.1,5-10s,20.2202,True,True,20.253586920253586,True,20.887554220887555,True,21.32132132132132,False,19.853186519853185,True,18.91891891891892,True,18.18485151818485,True,20.286953620286955,True,19.252585919252585,True,20.253586920253586,True,0.05,20,19,0.0334,126,44,4,21.2202,22.2202,23.2202,25.2202,True,False,False,False,19.2202,18.2202,17.2202,15.2202,True,True,True,False
val_confirm,4087013668,7,TN,"[[22.1, 30.2]]",8.1,5-10s,48.1731,True,False,48.29825,False,48.79875,False,50.05,False,47.5475,False,47.047,False,46.29625,False,51.38466666666666,False,47.13041666666666,False,48.29825,False,0.0,20,14,0.1251,194,80,4,49.1731,50.1731,51.1731,53.1731,False,False,False,False,47.1731,46.1731,45.1731,43.1731,False,False,False,False
val_confirm,4658396458,1,CW,"[[81.6, 89.9]]",8.3,5-10s,61.0,True,False,61.25,False,61.875,False,62.5,False,60.0,False,58.75,False,58.125,False,61.916666666666664,False,60.666666666666664,False,61.125,False,0.3,20,39,0.25,289,118,4,62.0,63.0,64.0,66.0,False,False,False,False,60.0,59.0,58.0,56.0,False,False,False,False
val_confirm,4123211145,1,TC,"[[28.4, 90.0]]",61.6,>=10s,47.047,True,True,47.2472,True,48.048,True,49.049,True,46.8468,True,46.046,True,45.045,True,47.31393333333333,True,46.513133333333336,True,47.2472,True,1.0,20,68,0.2002,361,145,4,48.047,49.047,50.047,52.047,True,True,True,True,46.047,45.047,44.047,42.047,True,True,True,True
val_confirm,3066064005,0,CW,"[[0.0, 11.9]]",11.9,>=10s,11.9453,True,False,12.012,False,12.5125,False,13.013,False,11.6116,True,11.011,True,10.643966666666667,True,13.046366666666668,False,10.176833333333333,True,12.012,False,0.0,20,26,0.0667,110,46,4,12.9453,13.9453,14.9453,16.9453,False,False,False,False,10.9453,9.9453,8.9453,6.9453,True,True,True,True
val_confirm,2885091387,9,CH,"[[7.5, 25.6]]",18.1,>=10s,9.009,True,True,9.542866666666667,True,10.01,True,10.4104,True,8.008,True,7.6076,True,7.007,False,9.576233333333333,True,8.842166666666667,True,9.1091,True,0.5,20,38,0.5339,143,50,4,10.009,11.009,12.009,14.009,True,True,True,True,8.009,7.009,6.009,4.009,True,False,False,False
val_confirm,5352022985,2,TN,"[[9.0, 14.4]]",5.4,5-10s,14.9816,True,False,15.015,False,16.016,False,16.5165,False,14.014,True,13.4134,True,13.013,True,15.949266666666666,False,14.948266666666667,False,15.015,False,0.0,20,47,0.0334,189,66,4,15.9816,16.9816,17.9816,19.9816,False,False,False,False,13.9816,12.9816,11.9816,9.9816,True,True,True,True
val_confirm,4123211145,8,CW,"[[28.4, 90.0]]",61.6,>=10s,55.7557,True,True,56.056,True,56.5565,True,57.057,True,55.4554,True,55.055,True,54.5545,True,56.99026666666667,True,55.388666666666666,True,55.822433333333336,True,1.0,20,52,0.3003,361,145,4,56.7557,57.7557,58.7557,60.7557,True,True,True,True,54.7557,53.7557,52.7557,50.7557,True,True,True,True
val_confirm,4635309062,11,TN,"[[13.6, 43.0]]",29.4,>=10s,39.8732,True,True,40.04,True,40.4404,True,41.041,True,39.50613333333333,True,39.039,True,38.4384,True,39.9399,True,38.938900000000004,True,39.97326666666667,True,0.05,20,48,0.1668,278,116,4,40.8732,41.8732,42.8732,44.8732,True,True,True,False,38.8732,37.8732,36.8732,34.8732,True,True,True,True
val_confirm,4087654898,5,CW,"[[0.0, 8.2]]",8.2,5-10s,10.7441,True,False,,,,,,,10.01,False,9.009,False,8.008,True,11.011000000000001,False,8.174833333333334,True,,,,0,0,,44,16,4,11.0,11.0,11.0,11.0,False,False,False,False,9.7441,8.7441,7.7441,5.7441,False,False,True,True
val_confirm,4483447009,0,CW,"[[0.2, 8.4]]",8.2,5-10s,0.9676,True,True,1.001,True,1.5015,True,2.002,True,0.5005,True,,,,,1.0343666666666667,True,0.0,False,1.001,True,0.25,20,45,0.0334,104,46,4,1.9676,2.9676,3.9676,5.9676,True,True,True,True,0.0,0.0,0.0,0.0,False,False,False,False
val_confirm,6793786769,3,CW,"[[2.6, 3.0]]",0.4,<2s,24.1667,True,False,24.291666666666668,False,25.041666666666668,False,25.666666666666668,False,23.791666666666668,False,22.541666666666668,False,22.083333333333332,False,26.166666666666668,False,23.916666666666668,False,24.291666666666668,False,0.0,20,28,0.125,155,55,4,25.1667,26.1667,27.1667,29.1667,False,False,False,False,23.1667,22.1667,21.1667,19.1667,False,False,False,False
val_confirm,8563398032,3,TN,"[[54.2, 63.2]]",9.0,5-10s,56.2,True,True,56.44,True,57.16,True,57.64,True,55.72,True,55.24,True,54.76,True,56.32,True,55.12,True,56.44,True,0.15,20,40,0.24,272,122,4,57.2,58.2,59.2,61.2,True,True,True,True,55.2,54.2,53.2,51.2,True,True,False,False
val_confirm,3355698421,1,CW,"[[12.7, 26.8], [27.9, 35.3]]",21.5,>=10s,39.039,True,False,39.6396,False,,,,,38.405033333333336,False,38.038,False,37.5375,False,39.80643333333333,False,37.504133333333336,False,39.1391,False,0.0,20,1,0.6006,160,60,4,40.0,40.0,40.0,40.0,False,False,False,False,38.039,37.039,36.039,34.039,False,False,False,True
val_confirm,4179163342,5,CW,"[[43.1, 72]]",28.9,>=10s,39.039,True,False,39.6396,False,40.04,False,41.041,False,38.47176666666667,False,38.038,False,37.037,False,39.97326666666667,False,38.405033333333336,False,39.1391,False,0.9,20,51,0.6006,291,113,4,40.039,41.039,42.039,44.039,False,False,False,True,38.039,37.039,36.039,34.039,False,False,False,False
val_confirm,7508439506,5,CW,"[[0.0, 1.8], [11.1, 11.5], [13.9, 15.2], [18.0, 19.8]]",5.3,5-10s,4.638,True,False,5.038366666666667,False,5.638966666666667,False,6.039366666666667,False,4.037366666666666,False,3.036366666666667,False,2.435766666666667,False,5.238566666666666,False,3.937266666666667,False,4.738066666666667,False,0.25,20,32,0.4004,103,39,4,5.638,6.638,7.638,9.638,False,False,False,False,3.638,2.638,1.638,0.0,False,False,True,True
val_confirm,4279106208,0,CH,"[[8.6, 15.8]]",7.2,5-10s,5.72,True,False,6.0,False,7.2,False,7.68,False,4.8,False,4.32,False,3.6,False,8.92,True,4.84,False,5.96,False,0.35,20,24,0.28,75,32,4,6.72,7.72,8.72,10.72,False,False,True,True,4.72,3.72,2.72,0.72,False,False,False,False
val_confirm,5586394125,9,CH,"[[12.8, 16.0]]",3.2,2-5s,21.021,True,False,21.054366666666667,False,21.6216,False,22.055366666666668,False,20.5205,False,20.053366666666665,False,19.052366666666668,False,21.054366666666667,False,19.753066666666665,False,21.054366666666667,False,0.0,20,30,0.0334,151,64,4,22.021,23.021,24.021,26.021,False,False,False,False,20.021,19.021,18.021,16.021,False,False,False,False
val_confirm,5047408177,5,CH,"[[29.3, 30.7]]",1.4,<2s,15.5333,True,False,16.0,False,17.0,False,18.0,False,14.0,False,12.8,False,12.0,False,16.4,False,14.533333333333333,False,15.933333333333334,False,0.1,20,24,0.4667,87,34,4,16.5333,17.5333,18.5333,20.5333,False,False,False,False,14.5333,13.5333,12.5333,10.5333,False,False,False,False
val_confirm,3124551255,8,TC,"[[30.8, 44.2]]",13.4,>=10s,3.5035,True,False,4.004,False,4.5045,False,5.005,False,3.003,False,2.5025,False,2.002,False,3.937266666666667,False,2.9362666666666666,False,4.004,False,0.1,20,111,0.5005,263,118,4,4.5035,5.5035,6.5035,8.5035,False,False,False,False,2.5035,1.5035,0.5035,0.0,False,False,False,False
val_confirm,3595273118,2,CW,"[[0.4, 1.2]]",0.8,<2s,7.1071,True,False,8.008,False,8.6086,False,9.009,False,7.007,False,6.6066,False,6.006,False,8.842166666666667,False,5.739066666666667,False,7.3073,False,0.0,20,8,0.9009,51,21,4,8.1071,9.1071,10.1071,12.1071,False,False,False,False,6.1071,5.1071,4.1071,2.1071,False,False,False,False
val_confirm,3402648543,7,TC,"[[6.1, 19.5]]",13.4,>=10s,0.7925,True,False,1.25125,False,1.876875,False,2.5025,False,0.75075,False,,,,,1.5849166666666665,False,0.33366666666666667,False,0.875875,False,0.65,20,28,0.4588,70,29,4,1.7925,2.7925,3.7925,5.7925,False,False,False,False,0.0,0.0,0.0,0.0,False,False,False,False
val_confirm,2510696559,7,TN,"[[27.9, 41.4], [53.6, 58.8]]",18.7,>=10s,11.4114,True,False,11.6116,False,12.012,False,12.5125,False,11.011,False,10.6106,False,10.01,False,12.178833333333333,False,9.442766666666667,False,11.6116,False,0.3,20,107,0.2002,283,127,4,12.4114,13.4114,14.4114,16.4114,False,False,False,False,10.4114,9.4114,8.4114,6.4114,False,False,False,False
val_confirm,6793786769,11,CW,"[[29.5, 30.8]]",1.3,<2s,34.0,True,False,35.041666666666664,False,35.541666666666664,False,36.291666666666664,False,33.375,False,32.541666666666664,False,31.291666666666668,False,34.875,False,32.416666666666664,False,34.25,False,0.0,20,15,1.0417,155,55,4,35.0,36.0,37.0,39.0,False,False,False,False,33.0,32.0,31.0,29.0,False,False,False,False
val_confirm,3843551232,1,CW,"[[0.4, 2.6]]",2.2,2-5s,9.8098,True,False,10.01,False,10.6106,False,11.011,False,9.6096,False,9.009,False,8.5085,False,10.143466666666667,False,7.9412666666666665,False,9.9099,False,0.0,20,21,0.2002,94,39,4,10.8098,11.8098,12.8098,14.8098,False,False,False,False,8.8098,7.8098,6.8098,4.8098,False,False,False,False
val_confirm,6205856607,7,TN,"[[19.4, 21.6]]",2.2,2-5s,32.0654,True,False,32.46576666666667,False,,,,,31.464766666666666,False,31.06436666666667,False,30.463766666666668,False,32.098733333333335,False,30.964266666666667,False,32.46576666666667,False,0.0,20,1,0.4004,131,56,4,33.0,33.0,33.0,33.0,False,False,False,False,31.0654,30.0654,29.0654,27.0654,False,False,False,False
val_confirm,6793786769,7,CH,"[[29.8, 35.3]]",5.5,5-10s,2.5417,True,False,3.7916666666666665,False,5.041666666666667,False,5.541666666666667,False,1.2916666666666667,False,0.2916666666666667,False,,,3.8333333333333335,False,1.2916666666666667,False,2.6666666666666665,False,0.1,20,52,1.25,155,55,4,3.5417,4.5417,5.5417,7.5417,False,False,False,False,1.5417,0.5417,0.0,0.0,False,False,False,False
val_confirm,4658396458,7,CH,"[[51.5, 60.4]]",8.9,5-10s,7.125,True,False,7.5,False,8.125,False,8.75,False,6.875,False,6.25,False,5.5,False,7.916666666666667,False,6.833333333333333,False,7.375,False,0.05,20,108,0.375,289,118,4,8.125,9.125,10.125,12.125,False,False,False,False,6.125,5.125,4.125,2.125,False,False,False,False
val_confirm,6617533993,2,CW,"[[3.5, 19.0]]",15.5,>=10s,14.0417,True,True,14.416666666666666,True,15.041666666666666,True,16.291666666666668,True,13.791666666666666,True,13.166666666666666,True,12.541666666666666,True,14.916666666666666,True,13.458333333333334,True,14.416666666666666,True,0.0,20,57,0.375,186,74,4,15.0417,16.0417,17.0417,19.0417,True,True,True,False,13.0417,12.0417,11.0417,9.0417,True,True,True,True
val_confirm,8547321641,8,TN,"[[3.1, 6.5]]",3.4,2-5s,0.6673,True,False,1.1011,False,1.4681333333333333,False,2.0353666666666665,False,,,,,,,2.0687333333333333,False,0.0,False,0.8675333333333334,False,0.25,20,18,0.4338,51,19,4,1.6673,2.6673,3.6673,5.6673,False,False,True,True,0.0,0.0,0.0,0.0,False,False,False,False
val_confirm,5047408177,2,CW,"[[13.1, 28.6]]",15.5,>=10s,26.8,True,True,28.0,True,29.2,False,30.0,False,26.0,True,24.8,True,24.0,True,27.266666666666666,True,25.533333333333335,True,28.0,True,0.05,20,13,1.2,87,34,4,27.8,28.8,29.8,31.8,True,False,False,False,25.8,24.8,23.8,21.8,True,True,True,True
val_confirm,10727696143,5,TN,"[[9.3, 13.4]]",4.1,2-5s,23.8906,True,False,24.290957624290957,False,24.758091424758092,False,25.89255922589256,False,23.089756423089757,False,21.888555221888556,False,21.388054721388055,False,24.858191524858192,False,23.85719052385719,False,24.090757424090757,False,0.0,20,49,0.4004,260,88,4,24.8906,25.8906,26.8906,28.8906,False,False,False,False,22.8906,21.8906,20.8906,18.8906,False,False,False,False
val_confirm,6018514357,7,TC,"[[36.8, 42.7]]",5.9,5-10s,41.0744,True,True,41.5415,True,42.07536666666667,True,42.57586666666667,True,40.073366666666665,True,39.67296666666667,True,39.07236666666667,True,42.07536666666667,True,36.97026666666667,True,41.274566666666665,True,1.0,20,3,0.4671,171,74,4,42.0744,43.0,43.0,43.0,True,False,False,False,40.0744,39.0744,38.0744,36.0744,True,True,True,False
val_confirm,4635309062,0,CW,"[[60.7, 67.2]]",6.5,5-10s,23.8238,True,False,24.024,False,25.025,False,25.4254,False,23.456766666666667,False,23.023,False,22.455766666666666,False,25.392033333333334,False,21.087733333333333,False,24.024,False,0.0,20,76,0.2002,278,116,4,24.8238,25.8238,26.8238,28.8238,False,False,False,False,22.8238,21.8238,20.8238,18.8238,False,False,False,False
val_confirm,6018514357,5,TN,"[[9.3, 12.6]]",3.3,2-5s,4.3377,True,False,5.038366666666667,False,5.538866666666666,False,6.039366666666667,False,4.037366666666666,False,3.5368666666666666,False,3.036366666666667,False,4.938266666666666,False,3.937266666666667,False,4.738066666666667,False,0.1,20,67,0.7007,171,74,4,5.3377,6.3377,7.3377,9.3377,False,False,False,True,3.3377,2.3377,1.3377,0.0,False,False,False,False
val_confirm,6542914065,1,CH,"[[4.2, 5.6]]",1.4,<2s,6.7734,True,False,7.040366666666666,False,7.6076,False,8.041366666666667,False,6.5732333333333335,False,6.039366666666667,False,5.038366666666667,True,9.943266666666666,False,5.939266666666667,False,7.040366666666666,False,0.0,20,5,0.2669,40,17,4,7.7734,8.7734,9.7734,10.0,False,False,False,False,5.7734,4.7734,3.7734,1.7734,False,True,False,False
val_confirm,4087654898,3,CW,"[[0.0, 8.2]]",8.2,5-10s,10.5439,True,False,10.744066666666667,False,,,,,10.01,False,9.009,False,8.008,True,11.011000000000001,False,8.174833333333334,True,10.744066666666667,False,0.0,20,1,0.2002,44,16,4,11.0,11.0,11.0,11.0,False,False,False,False,9.5439,8.5439,7.5439,5.5439,False,False,True,True
val_confirm,7888256388,2,TC,"[[9.2, 12.9]]",3.7,2-5s,11.378,True,True,11.478133333333334,True,12.045366666666666,True,12.645966666666666,True,11.044366666666667,True,10.6106,True,10.043366666666667,True,11.911900000000001,True,11.1111,True,11.478133333333334,True,0.1,20,17,0.1001,88,36,4,12.378,13.378,14.378,16.378,True,False,False,False,10.378,9.378,8.378,6.378,True,True,False,False
val_confirm,8254300526,7,CW,"[[35.7, 36.8]]",1.1,<2s,37.9167,True,False,38.041666666666664,False,38.791666666666664,False,40.041666666666664,False,37.541666666666664,False,36.916666666666664,False,36.291666666666664,True,38.333333333333336,False,37.416666666666664,False,38.041666666666664,False,0.0,20,12,0.125,148,60,4,38.9167,39.9167,40.9167,42.9167,False,False,False,False,36.9167,35.9167,34.9167,32.9167,False,True,False,False
val_confirm,4126010904,1,TC,"[[30.4, 39.0]]",8.6,5-10s,56.3062,True,False,57.5575,False,58.058,False,58.80875,False,55.055,False,54.30425,False,53.80375,False,56.76504166666666,False,55.764041666666664,False,56.431375,False,0.0,20,17,1.2512,227,89,4,57.3062,58.3062,59.3062,61.3062,False,False,False,False,55.3062,54.3062,53.3062,51.3062,False,False,False,False
val_confirm,8252088130,4,TN,"[[8.6, 12.4]]",3.8,2-5s,1.5015,True,False,1.6016,False,2.0353666666666665,False,2.5358666666666667,False,1.0343666666666667,False,0.13346666666666668,False,,,4.270933333333334,False,0.0,False,1.6016,False,0.3,20,24,0.1001,58,26,4,2.5015,3.5015,4.5015,6.5015,False,False,False,False,0.5015,0.0,0.0,0.0,False,False,False,False
val_confirm,4744503881,0,CW,"[[12.7, 16.0]]",3.3,2-5s,14.2142,True,True,15.015,True,15.5155,True,16.016,False,14.014,True,13.013,True,12.5125,False,16.282933333333332,False,12.746066666666668,True,14.9149,True,0.6,20,3,0.8008,66,27,4,15.2142,16.0,16.0,16.0,True,True,True,True,13.2142,12.2142,11.2142,9.2142,True,False,False,False
val_confirm,3843551232,7,TN,"[[8.5, 18.3]]",9.8,5-10s,1.9019,True,False,2.002,False,2.6026,False,3.003,False,1.001,False,0.5005,False,,,3.2365666666666666,False,1.0677333333333334,False,2.002,False,0.55,20,37,0.1001,94,39,4,2.9019,3.9019,4.9019,6.9019,False,False,False,False,0.9019,0.0,0.0,0.0,False,False,False,False
val_confirm,2552130183,9,TN,"[[43.1, 52.4]]",9.3,5-10s,4.804,True,False,5.005,False,5.538,False,6.006,False,4.537,False,4.004,False,3.47,False,5.171890798786653,False,4.170879676440849,False,5.005,False,0.0,20,145,0.201,361,151,4,5.804,6.804,7.804,9.804,False,False,False,False,3.804,2.804,1.804,0.0,False,False,False,False
val_confirm,5658916668,0,CW,"[[7.1, 9.8]]",2.7,2-5s,11.645,True,False,12.045366666666666,False,12.645966666666666,False,13.046366666666666,False,11.044366666666667,False,10.343666666666667,False,9.876533333333333,False,13.346666666666668,False,10.076733333333333,False,11.778433333333334,False,0.0,20,17,0.4004,88,37,4,12.645,13.645,14.645,16.645,False,False,False,False,10.645,9.645,8.645,6.645,False,True,True,False
val_confirm,5840177726,0,CH,"[[0.1, 2.1]]",2.0,2-5s,9.5429,True,False,9.743066666666667,False,10.176833333333333,False,10.744066666666667,False,8.742066666666666,False,8.1081,False,7.741066666666667,False,10.6106,False,9.476133333333333,False,9.743066666666667,False,0.0,20,5,0.2002,55,19,4,10.5429,11.5429,12.5429,13.0,False,False,False,False,8.5429,7.5429,6.5429,4.5429,False,False,False,False
val_confirm,5840177726,5,CW,"[[9.8, 12.2]]",2.4,2-5s,7.6743,True,False,7.741066666666667,False,8.1081,False,8.742066666666666,False,7.374033333333333,False,6.773433333333333,False,6.039366666666667,False,8.775433333333334,False,7.574233333333334,False,7.741066666666667,False,0.5,20,8,0.0667,55,19,4,8.6743,9.6743,10.6743,12.6743,False,False,True,False,6.6743,5.6743,4.6743,2.6743,False,False,False,False
val_confirm,11670386946,4,TN,"[[18.4, 28.3]]",9.9,5-10s,18.3851,True,False,19.052385719052385,True,19.51951951951952,True,20.286953620286955,True,17.88455121788455,False,17.41741741741742,False,16.549883216549883,False,18.551885218551885,True,17.117117117117118,False,18.451785118451784,True,0.55,20,21,0.6673,133,49,4,19.3851,20.3851,21.3851,23.3851,True,True,True,True,17.3851,16.3851,15.3851,13.3851,False,False,False,False
val_confirm,7887764754,1,CW,"[[2.1, 9.5]]",7.4,5-10s,1.5349,True,False,2.0353666666666665,False,2.435766666666667,True,3.036366666666667,True,1.0343666666666667,False,0.13346666666666668,False,,,3.036366666666667,True,0.6673333333333333,False,2.0353666666666665,False,0.25,20,55,0.5005,143,58,4,2.5349,3.5349,4.5349,6.5349,True,True,True,True,0.5349,0.0,0.0,0.0,False,False,False,False
val_confirm,7330294814,1,CW,"[[3.3, 8.6], [28.6, 29.5], [30.5, 32.0], [51.6, 55.0], [67.6, 68.9]]",12.4,>=10s,75.6089,True,False,76.10936666666667,False,76.60986666666666,False,,,75.10836666666667,False,74.60786666666667,False,74.10736666666666,False,76.10936666666667,False,75.00826666666667,False,76.10936666666667,False,0.0,20,2,0.5005,307,132,4,76.6089,77.0,77.0,77.0,False,False,False,False,74.6089,73.6089,72.6089,70.6089,False,False,False,False
val_confirm,10597533885,5,TN,"[[50.6, 57.7]]",7.1,5-10s,33.9339,True,False,34.0674007340674,False,34.4678011344678,False,35.40206873540207,False,33.40006673340007,False,33.033033033033036,False,32.0653987320654,False,36.56990323656991,False,31.33133133133133,False,34.0674007340674,False,0.3,20,35,0.1335,204,95,4,34.9339,35.9339,36.9339,38.9339,False,False,False,False,32.9339,31.9339,30.9339,28.9339,False,False,False,False
val_confirm,3452354871,4,CH,"[[3.8, 7.4]]",3.6,2-5s,5.5055,True,True,6.006,True,6.4064,True,7.007,True,5.4054,True,5.005,True,4.5045,True,7.273933333333334,True,4.537866666666667,True,5.8058,True,0.15,20,20,0.5005,69,30,4,6.5055,7.5055,8.5055,10.5055,True,False,False,False,4.5055,3.5055,2.5055,0.5055,True,False,False,False
val_confirm,5047408177,3,CH,"[[18.5, 31.3]]",12.8,>=10s,26.6,True,True,28.0,True,29.2,True,30.0,True,26.0,True,24.8,True,24.0,True,27.266666666666666,True,25.533333333333335,True,26.8,True,0.35,20,13,1.4,87,34,4,27.6,28.6,29.6,31.6,True,True,True,False,25.6,24.6,23.6,21.6,True,True,True,True
val_confirm,6160414832,8,TN,"[[24.0, 26.2]]",2.2,2-5s,60.4938,True,False,60.89416666666666,False,,,,,59.726333333333336,False,58.72533333333333,False,58.224833333333336,False,61.094366666666666,False,59.059000000000005,False,60.727333333333334,False,0.0,20,1,0.4004,246,99,4,61.0,61.0,61.0,61.0,False,False,False,False,59.4938,58.4938,57.4938,55.4938,False,False,False,False
val_confirm,14012319794,0,CW,"[[71.2, 80.0], [90.5, 99.1]]",17.4,>=10s,94.0,True,True,94.66666666666667,True,95.25,True,96.0,True,93.875,True,93.16666666666667,True,92.0,True,98.20833333333333,True,92.04166666666667,True,94.16666666666667,True,0.15,20,37,0.6667,381,143,4,95.0,96.0,97.0,99.0,True,True,True,True,93.0,92.0,91.0,89.0,True,True,True,False
val_confirm,2920952624,9,TN,"[[27.5, 34]]",6.5,5-10s,22.8979,True,False,23.148125,False,23.77375,False,24.5245,False,22.5225,False,22.022,False,21.27125,False,22.93958333333333,False,22.105416666666667,False,23.148125,False,0.5,20,16,0.2503,111,47,4,23.8979,24.8979,25.8979,27.8979,False,False,False,True,21.8979,20.8979,19.8979,17.8979,False,False,False,False
